LeadTime,StaysInWeekendNights,StaysInWeekNights,Adults,Children,ADR,Country,Company,ReservedRoomType,IsRepeatedGuest,IsCanceled,Mes_Estancia,Mes_Reserva,Contract,Group,Transient,Transient-Party,BB,FB,HB,SC,Undefined
39,1,0,2,0,65.0,0.0,0,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
10,1,1,2,0,95.0,7.0,0,4.0,0,0,4,4,0,0,1,0,1,0,0,0,0
8,1,2,2,0,86.67,0.0,0,3.0,0,0,4,4,0,0,1,0,1,0,0,0,0
105,1,2,2,0,52.2,0.0,0,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
40,1,2,2,0,91.0,0.0,0,4.0,0,0,4,4,0,0,1,0,1,0,0,0,0
70,1,4,2,0,73.0,13.0,0,3.0,0,0,4,4,0,0,1,0,1,0,0,0,0
21,1,1,2,0,130.5,0.0,0,5.0,0,0,4,4,0,0,1,0,0,0,1,0,0
35,1,2,2,1,58.0,0.0,369,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
35,1,1,2,0,97.0,0.0,0,4.0,0,0,4,4,0,0,1,0,1,0,0,0,0
44,1,1,2,0,80.0,0.0,0,4.0,0,0,4,4,0,0,1,0,1,0,0,0,0
42,1,1,3,0,99.0,0.0,0,3.0,0,0,4,4,0,0,1,0,1,0,0,0,0
58,1,1,2,3,125.0,0.0,0,7.0,0,0,4,4,0,0,1,0,1,0,0,0,0
42,1,1,2,0,78.0,0.0,0,4.0,0,0,4,4,0,0,1,0,1,0,0,0,0
183,2,4,2,0,153.0,0.0,0,5.0,0,0,7,7,0,0,1,0,1,0,0,0,0
182,2,4,2,0,140.94,0.0,0,3.0,1,0,7,7,0,0,1,0,1,0,0,0,0
37,1,2,2,0,85.0,0.0,0,4.0,0,0,4,4,0,0,1,0,1,0,0,0,0
92,1,3,2,0,74.8,4.0,0,4.0,0,0,4,4,0,0,1,0,1,0,0,0,0
23,1,1,2,0,81.0,0.0,0,3.0,0,0,4,4,0,0,1,0,1,0,0,0,0
21,1,2,2,0,74.37,4.0,0,5.0,0,0,4,4,0,0,1,0,1,0,0,0,0
19,1,3,2,0,86.0,0.0,0,3.0,0,0,4,4,0,0,1,0,1,0,0,0,0
27,1,2,2,0,85.0,0.0,0,4.0,0,0,4,4,0,0,1,0,1,0,0,0,0
0,1,0,2,1,110.0,0.0,0,2.0,0,0,4,4,0,0,1,0,1,0,0,0,0
0,1,0,2,0,116.0,0.0,0,2.0,0,0,4,4,0,0,1,0,1,0,0,0,0
49,1,1,2,0,80.0,0.0,0,3.0,0,0,4,4,0,0,1,0,1,0,0,0,0
39,1,2,2,0,85.0,0.0,0,4.0,0,0,4,4,0,0,1,0,1,0,0,0,0
39,1,2,2,0,85.0,0.0,0,4.0,0,0,4,4,0,0,1,0,1,0,0,0,0
28,1,1,3,1,136.0,0.0,0,7.0,0,0,4,4,0,0,1,0,1,0,0,0,0
1,1,0,2,0,96.5,11.0,0,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
2,1,2,2,0,87.0,11.0,0,4.0,0,0,4,4,0,0,1,0,1,0,0,0,0
1,1,2,2,0,127.0,11.0,0,5.0,1,0,5,5,0,0,1,0,1,0,0,0,0
35,1,2,2,1,81.5,0.0,369,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
35,1,2,2,1,81.5,0.0,369,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
85,1,3,2,0,76.0,11.0,0,3.0,0,0,4,4,0,0,1,0,1,0,0,0,0
85,1,3,2,0,76.0,11.0,0,3.0,0,0,4,4,0,0,1,0,1,0,0,0,0
9,1,1,1,1,81.0,0.0,0,3.0,0,0,4,4,0,0,0,1,1,0,0,0,0
85,1,3,2,0,76.0,11.0,0,3.0,0,0,4,4,0,0,1,0,1,0,0,0,0
4,1,1,2,0,95.0,0.0,0,4.0,0,0,4,4,0,0,1,0,1,0,0,0,0
28,1,0,2,0,65.0,0.0,0,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
14,1,1,2,0,105.0,0.0,0,5.0,0,0,4,4,0,0,1,0,1,0,0,0,0
9,1,1,2,0,100.5,0.0,0,5.0,0,0,4,4,0,0,0,1,1,0,0,0,0
9,1,1,2,0,100.5,0.0,0,5.0,0,0,4,4,0,0,0,1,1,0,0,0,0
13,2,5,2,0,85.0,19.0,110,3.0,0,0,4,5,0,0,1,0,1,0,0,0,0
1,0,2,2,1,85.5,0.0,0,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
98,2,4,2,0,82.2,4.0,0,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
32,2,5,2,0,82.24,4.0,0,4.0,0,0,4,4,0,0,0,1,0,0,1,0,0
32,2,5,2,0,80.81,4.0,0,4.0,0,0,4,4,0,0,0,1,0,0,1,0,0
32,2,5,2,0,80.81,4.0,0,4.0,0,0,4,4,0,0,0,1,0,0,1,0,0
32,2,5,2,0,38.22,4.0,0,3.0,0,0,4,4,0,0,0,1,0,0,1,0,0
32,2,5,2,0,69.36,4.0,0,3.0,0,0,4,4,0,0,0,1,0,0,1,0,0
32,2,5,1,0,44.36,4.0,0,0.0,0,0,4,4,0,0,0,1,0,0,1,0,0
32,2,5,1,0,44.36,4.0,0,0.0,0,0,4,4,0,0,0,1,0,0,1,0,0
32,2,5,1,0,44.36,4.0,0,0.0,0,0,4,4,0,0,0,1,0,0,1,0,0
32,2,5,1,0,46.36,4.0,0,0.0,0,0,4,4,0,0,0,1,0,0,1,0,0
32,2,5,2,0,69.36,4.0,0,3.0,0,0,4,4,0,0,0,1,0,0,1,0,0
32,2,5,2,0,80.81,4.0,0,4.0,0,0,4,4,0,0,0,1,0,0,1,0,0
32,2,5,2,0,69.36,4.0,0,3.0,0,0,4,4,0,0,0,1,0,0,1,0,0
39,2,0,2,0,68.5,19.0,0,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
172,3,5,1,0,46.8,4.0,0,0.0,0,0,4,4,0,0,0,1,0,0,1,0,0
60,2,1,2,2,118.0,25.0,0,6.0,0,0,4,4,0,0,1,0,1,0,0,0,0
0,0,0,2,0,0.0,0.0,0,4.0,1,0,4,4,0,0,1,0,0,0,1,0,0
160,3,5,2,0,66.8,4.0,0,0.0,0,0,4,4,0,0,1,0,0,0,1,0,0
41,2,1,2,0,74.67,0.0,0,3.0,0,0,4,4,0,0,1,0,1,0,0,0,0
15,2,1,2,0,93.67,2.0,0,4.0,0,0,4,4,0,0,1,0,1,0,0,0,0
51,4,5,1,0,65.3,5.0,0,3.0,0,0,4,4,0,0,1,0,1,0,0,0,0
172,3,5,2,0,66.42,4.0,0,0.0,0,0,4,4,0,0,0,1,0,0,1,0,0
172,3,5,1,0,46.8,4.0,0,0.0,0,0,4,4,0,0,0,1,0,0,1,0,0
90,2,5,2,0,62.05,4.0,0,0.0,0,0,4,4,0,0,1,0,0,0,1,0,0
172,3,5,1,0,46.8,4.0,0,0.0,0,0,4,4,0,0,0,1,0,0,1,0,0
36,2,0,1,0,81.0,44.0,0,3.0,0,0,4,4,0,0,1,0,1,0,0,0,0
172,3,5,1,0,46.8,4.0,0,0.0,0,0,4,4,0,0,0,1,0,0,1,0,0
172,3,5,2,0,64.8,4.0,0,0.0,0,0,4,4,0,0,1,0,0,0,1,0,0
172,3,5,2,0,66.42,4.0,0,0.0,0,0,4,4,0,0,0,1,0,0,1,0,0
172,3,5,1,0,35.05,4.0,0,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
172,3,5,2,0,64.8,4.0,0,0.0,0,0,4,4,0,0,1,0,0,0,1,0,0
172,3,5,2,0,68.42,4.0,0,0.0,0,0,4,4,0,0,0,1,0,0,1,0,0
190,2,5,2,0,75.6,4.0,0,3.0,0,0,4,4,0,0,1,0,0,0,1,0,0
172,3,5,2,0,66.8,4.0,0,0.0,0,0,4,4,0,0,1,0,0,0,1,0,0
42,3,5,2,0,90.49,0.0,0,3.0,0,0,4,4,0,0,1,0,0,0,1,0,0
172,3,5,2,0,75.6,5.0,0,3.0,0,0,4,4,0,0,1,0,0,0,1,0,0
172,3,5,1,0,48.8,4.0,0,0.0,0,0,4,4,0,0,0,1,0,0,1,0,0
0,1,0,1,0,50.0,13.0,0,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
33,2,1,2,0,75.0,0.0,0,3.0,0,0,4,4,0,0,1,0,1,0,0,0,0
0,1,0,2,0,59.0,13.0,0,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
36,2,0,1,0,75.0,44.0,0,3.0,0,0,4,4,0,0,1,0,1,0,0,0,0
1,4,6,2,0,85.0,5.0,0,3.0,0,0,4,4,0,0,1,0,1,0,0,0,0
99,2,5,2,0,42.19,4.0,0,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
1,1,0,2,0,80.0,5.0,0,3.0,0,0,4,4,0,0,1,0,1,0,0,0,0
172,3,5,2,0,66.42,4.0,0,0.0,0,0,4,4,0,0,0,1,0,0,1,0,0
172,3,5,2,0,66.42,4.0,0,0.0,0,0,4,4,0,0,0,1,0,0,1,0,0
123,2,0,2,0,0.0,0.0,0,3.0,0,0,4,4,0,0,1,0,0,0,0,1,0
38,2,5,2,0,83.0,11.0,0,4.0,0,0,4,4,0,0,1,0,1,0,0,0,0
13,0,1,1,0,42.0,16.0,291,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
0,0,1,1,0,79.0,0.0,0,4.0,0,0,4,4,0,0,1,0,1,0,0,0,0
0,0,1,2,0,59.0,0.0,0,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
0,0,1,2,0,73.0,0.0,0,3.0,1,0,10,10,0,0,1,0,1,0,0,0,0
0,0,0,2,0,0.0,0.0,0,0.0,1,0,1,1,0,0,1,0,1,0,0,0,0
6,1,1,2,0,77.0,7.0,0,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
0,0,1,2,0,74.0,4.0,0,3.0,0,0,4,4,0,0,1,0,1,0,0,0,0
7,1,1,2,0,65.0,7.0,0,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
6,0,1,2,0,77.0,7.0,0,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
63,2,6,3,0,128.0,5.0,0,6.0,0,0,4,4,0,0,1,0,1,0,0,0,0
100,2,3,2,0,49.59,4.0,0,3.0,0,0,4,4,0,0,1,0,1,0,0,0,0
6,0,1,1,0,64.0,0.0,0,0.0,0,0,4,4,0,0,0,1,1,0,0,0,0
29,2,5,1,0,54.86,4.0,0,3.0,0,0,4,4,0,0,1,0,1,0,0,0,0
37,2,2,2,0,61.5,0.0,0,3.0,0,0,4,4,0,0,1,0,1,0,0,0,0
13,1,1,1,0,89.0,25.0,0,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
9,1,1,2,0,50.05,15.0,0,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
6,0,1,1,0,64.0,0.0,0,0.0,0,0,4,4,0,0,0,1,1,0,0,0,0
2,1,1,2,0,65.0,7.0,0,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
3,1,1,2,0,81.0,0.0,0,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
47,0,1,2,0,0.0,0.0,0,5.0,0,0,4,4,0,0,1,0,1,0,0,0,0
6,0,0,1,0,0.0,0.0,51,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
6,0,0,1,0,0.0,0.0,51,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
115,0,3,1,0,46.1,5.0,0,0.0,0,0,4,5,0,0,1,0,1,0,0,0,0
82,2,4,2,0,43.97,4.0,0,0.0,0,0,4,5,0,0,1,0,1,0,0,0,0
73,0,0,2,0,0.0,0.0,0,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
42,2,2,3,0,94.75,19.0,0,3.0,0,0,4,4,0,0,1,0,1,0,0,0,0
30,2,7,2,0,75.0,19.0,0,3.0,0,0,4,4,0,0,1,0,1,0,0,0,0
113,0,2,1,0,78.31,15.0,0,6.0,0,0,4,4,0,0,1,0,1,0,0,0,0
113,0,2,2,0,78.31,15.0,0,6.0,0,0,4,4,0,0,1,0,1,0,0,0,0
81,2,3,2,2,115.4,4.0,0,6.0,0,0,4,4,0,0,1,0,1,0,0,0,0
21,1,2,1,0,50.4,0.0,0,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
109,2,2,2,0,52.2,11.0,0,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
109,2,2,2,0,52.2,11.0,0,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
35,2,5,2,0,41.4,4.0,0,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
1,2,2,2,0,64.5,4.0,0,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
89,4,8,2,0,59.5,13.0,0,0.0,0,0,4,4,0,0,1,0,0,0,1,0,0
5,0,1,1,0,56.0,0.0,0,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
1,0,2,2,0,68.0,41.0,0,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
1,0,1,2,0,71.0,41.0,0,3.0,0,0,4,4,0,0,1,0,1,0,0,0,0
19,0,2,2,0,65.0,7.0,0,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
0,0,2,1,0,47.7,16.0,0,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
5,1,1,1,0,54.0,0.0,409,0.0,1,0,5,6,0,0,0,1,1,0,0,0,0
0,0,2,1,0,50.0,0.0,409,0.0,1,0,10,10,0,0,1,0,1,0,0,0,0
22,0,1,2,0,83.0,7.0,0,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
2,0,2,2,0,77.0,0.0,0,0.0,0,0,4,4,0,0,0,1,1,0,0,0,0
2,0,2,2,0,74.0,0.0,0,0.0,0,0,4,4,0,0,0,1,1,0,0,0,0
5,0,1,1,0,39.0,0.0,154,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
2,1,2,2,0,106.5,0.0,0,4.0,0,0,4,4,0,0,1,0,0,0,1,0,0
71,2,3,2,0,61.2,5.0,0,3.0,0,0,4,4,0,0,1,0,1,0,0,0,0
0,0,1,2,0,65.0,7.0,0,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
0,0,1,2,0,65.0,0.0,0,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
100,2,2,2,0,73.0,4.0,0,3.0,0,0,4,4,0,0,1,0,1,0,0,0,0
1,0,2,2,0,114.0,14.0,0,4.0,0,0,4,4,0,0,1,0,0,0,1,0,0
63,1,2,2,0,79.0,5.0,0,3.0,0,0,4,4,0,0,1,0,1,0,0,0,0
6,0,1,2,0,72.0,0.0,0,3.0,0,0,4,4,0,0,0,1,1,0,0,0,0
10,0,1,2,0,40.5,0.0,0,0.0,1,0,2,2,0,1,0,0,1,0,0,0,0
32,1,2,2,0,65.0,11.0,0,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
2,0,1,2,0,65.0,11.0,0,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
25,0,2,2,0,85.5,0.0,0,5.0,0,0,4,4,0,0,1,0,1,0,0,0,0
22,3,7,2,0,73.15,0.0,0,5.0,0,0,4,4,0,0,1,0,1,0,0,0,0
41,2,3,2,0,59.22,4.0,0,3.0,0,0,4,4,0,0,1,0,1,0,0,0,0
15,2,2,2,0,78.75,4.0,0,4.0,0,0,4,4,0,0,1,0,1,0,0,0,0
101,2,5,2,0,47.0,19.0,0,0.0,0,0,4,5,0,0,0,1,1,0,0,0,0
104,2,6,2,0,50.15,4.0,0,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
6,1,2,2,0,65.0,11.0,0,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
86,4,10,2,0,86.95,4.0,0,4.0,0,0,4,4,1,0,0,0,0,0,1,0,0
104,2,6,2,0,80.45,4.0,0,4.0,0,0,4,5,0,0,1,0,1,0,0,0,0
72,2,2,2,0,101.25,4.0,0,3.0,0,0,4,5,0,0,1,0,1,0,0,0,0
95,0,3,2,0,39.95,4.0,0,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
3,4,8,2,0,126.67,5.0,0,6.0,0,0,4,4,0,0,1,0,1,0,0,0,0
72,2,3,2,0,61.2,5.0,0,3.0,0,0,4,4,0,0,1,0,1,0,0,0,0
72,2,3,2,0,61.2,5.0,0,3.0,0,0,4,4,0,0,1,0,1,0,0,0,0
72,2,3,2,0,61.2,5.0,0,3.0,0,0,4,4,0,0,1,0,1,0,0,0,0
46,2,3,2,0,57.96,5.0,0,3.0,0,0,4,4,0,0,1,0,1,0,0,0,0
72,2,3,2,0,74.7,5.0,0,4.0,0,0,4,4,0,0,1,0,1,0,0,0,0
83,0,3,2,0,75.6,4.0,0,3.0,0,0,4,4,0,0,1,0,0,0,1,0,0
15,0,1,2,0,85.0,22.0,0,4.0,0,0,4,4,0,0,1,0,1,0,0,0,0
68,2,3,2,1,73.0,47.0,0,3.0,0,0,4,4,0,0,1,0,1,0,0,0,0
101,2,4,2,0,64.67,4.0,0,4.0,0,0,4,4,0,0,1,0,1,0,0,0,0
108,2,3,1,0,44.1,0.0,0,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
7,0,1,1,0,58.0,0.0,0,3.0,0,0,4,4,0,0,1,0,1,0,0,0,0
6,0,1,1,0,105.6,0.0,0,0.0,1,0,6,6,0,0,1,0,1,0,0,0,0
6,0,1,1,0,108.24,0.0,0,0.0,1,0,6,6,0,1,0,0,1,0,0,0,0
22,0,3,2,1,23.5,0.0,0,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
5,0,2,1,0,107.0,14.0,0,4.0,0,0,4,4,0,0,1,0,0,0,1,0,0
6,0,1,1,0,56.0,0.0,0,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
6,0,1,1,0,56.0,0.0,0,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
3,1,0,1,0,43.0,0.0,0,0.0,1,0,11,11,0,0,1,0,1,0,0,0,0
6,0,1,1,0,60.0,0.0,0,0.0,1,0,3,3,0,0,1,0,1,0,0,0,0
179,0,2,2,0,52.2,15.0,0,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
179,0,2,2,0,58.2,15.0,0,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
88,2,5,2,0,49.5,44.0,0,3.0,0,0,4,4,0,0,1,0,1,0,0,0,0
0,0,2,2,0,76.0,4.0,0,3.0,0,0,4,4,0,0,1,0,1,0,0,0,0
9,0,1,1,0,39.0,0.0,94,0.0,0,0,4,4,0,0,0,1,1,0,0,0,0
6,1,0,1,0,30.0,0.0,94,0.0,1,0,11,11,0,0,1,0,1,0,0,0,0
2,0,2,1,0,38.5,0.0,94,0.0,1,0,1,1,0,0,0,1,1,0,0,0,0
9,0,1,1,0,39.0,16.0,94,0.0,0,0,4,4,0,0,0,1,1,0,0,0,0
5,0,3,1,0,51.0,0.0,269,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
5,0,2,1,0,51.0,0.0,269,0.0,1,0,10,10,0,0,1,0,1,0,0,0,0
3,1,2,1,0,52.0,0.0,269,0.0,1,0,5,5,0,0,1,0,1,0,0,0,0
42,0,1,2,0,48.0,18.0,0,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
44,0,2,2,0,78.0,11.0,0,4.0,0,0,4,4,0,0,1,0,1,0,0,0,0
20,0,2,2,0,115.0,11.0,0,4.0,1,0,4,4,0,0,1,0,1,0,0,0,0
1,0,1,2,0,86.0,0.0,0,3.0,0,0,4,4,0,0,1,0,1,0,0,0,0
1,0,3,2,0,69.0,19.0,0,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
56,1,3,2,0,47.4,4.0,0,0.0,0,0,4,4,0,0,0,1,1,0,0,0,0
56,1,3,2,0,39.1,4.0,0,0.0,0,0,4,4,0,0,0,1,1,0,0,0,0
35,1,3,2,0,71.82,0.0,0,3.0,0,0,4,4,0,0,1,0,0,0,1,0,0
6,0,1,2,1,65.0,0.0,169,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
62,1,3,1,0,53.01,5.0,0,0.0,0,0,4,4,0,0,1,0,0,1,0,0,0
64,2,4,2,1,103.0,41.0,0,6.0,0,0,4,4,0,0,1,0,1,0,0,0,0
2,1,3,1,0,56.0,0.0,0,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
5,1,3,2,0,85.0,0.0,0,4.0,0,0,4,4,0,0,1,0,1,0,0,0,0
0,0,1,2,0,50.4,0.0,0,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
72,2,3,1,0,61.2,5.0,0,3.0,0,0,4,4,0,0,1,0,1,0,0,0,0
44,2,4,2,1,86.46,11.0,0,5.0,0,0,4,4,0,0,1,0,1,0,0,0,0
7,0,1,2,0,73.15,11.0,0,5.0,0,0,4,4,0,0,1,0,1,0,0,0,0
85,0,1,2,0,68.0,22.0,0,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
92,2,6,2,0,68.0,22.0,0,0.0,0,0,4,5,0,0,1,0,1,0,0,0,0
1,0,0,2,0,0.0,0.0,0,0.0,0,0,4,4,0,0,1,0,0,1,0,0,0
10,1,4,2,0,104.0,7.0,0,3.0,0,0,4,4,0,0,1,0,0,1,0,0,0
64,0,3,2,0,85.33,0.0,0,0.0,0,0,4,4,0,0,0,1,0,0,0,0,1
31,4,10,2,0,65.0,4.0,0,4.0,0,0,4,4,0,0,1,0,1,0,0,0,0
12,0,3,2,0,85.33,0.0,0,0.0,0,0,4,4,0,0,0,1,0,0,0,0,1
12,0,3,2,0,85.33,0.0,0,0.0,0,0,4,4,0,0,0,1,0,0,0,0,1
12,0,3,2,0,85.33,0.0,0,0.0,0,0,4,4,0,0,0,1,0,0,0,0,1
12,0,3,2,0,85.33,0.0,0,0.0,0,0,4,4,0,0,0,1,0,0,0,0,1
12,0,3,2,0,85.33,0.0,0,0.0,0,0,4,4,0,0,0,1,0,0,0,0,1
12,0,3,2,0,85.33,0.0,0,0.0,0,0,4,4,0,0,0,1,0,0,0,0,1
12,0,3,2,0,85.33,0.0,0,0.0,0,0,4,4,0,0,0,1,0,0,0,0,1
12,0,3,1,0,0.0,0.0,0,0.0,0,0,4,4,0,0,0,1,0,0,0,0,1
12,0,3,2,0,85.33,0.0,0,0.0,0,0,4,4,0,0,0,1,0,0,0,0,1
12,0,3,2,0,85.33,0.0,0,0.0,0,0,4,4,0,0,0,1,0,0,0,0,1
100,2,5,1,0,31.45,4.0,0,0.0,0,0,4,4,1,0,0,0,1,0,0,0,0
100,2,5,2,0,37.4,4.0,0,0.0,0,0,4,4,1,0,0,0,1,0,0,0,0
12,0,3,2,0,85.33,0.0,0,0.0,0,0,4,4,0,0,0,1,0,0,0,0,1
12,0,3,2,0,85.33,0.0,0,0.0,0,0,4,4,0,0,0,1,0,0,0,0,1
12,0,3,2,0,85.33,0.0,0,0.0,0,0,4,4,0,0,0,1,0,0,0,0,1
12,0,3,2,0,85.33,0.0,0,0.0,0,0,4,4,0,0,0,1,0,0,0,0,1
12,0,3,2,0,85.33,0.0,0,0.0,0,0,4,4,0,0,0,1,0,0,0,0,1
12,0,3,2,0,85.33,0.0,0,0.0,0,0,4,4,0,0,0,1,0,0,0,0,1
12,0,3,2,0,85.33,0.0,0,0.0,0,0,4,4,0,0,0,1,0,0,0,0,1
12,0,3,2,0,85.33,0.0,0,0.0,0,0,4,4,0,0,0,1,0,0,0,0,1
12,0,3,2,0,85.33,0.0,0,0.0,0,0,4,4,0,0,0,1,0,0,0,0,1
12,0,3,2,0,85.33,0.0,0,0.0,0,0,4,4,0,0,0,1,0,0,0,0,1
12,0,3,2,0,85.33,0.0,0,0.0,0,0,4,4,0,0,0,1,0,0,0,0,1
1,0,1,2,0,65.0,7.0,0,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
12,0,3,2,0,85.33,0.0,0,0.0,0,0,4,4,0,0,1,0,0,0,0,0,1
132,0,4,2,0,85.0,0.0,0,3.0,1,0,5,5,0,0,1,0,0,0,1,0,0
21,1,4,1,0,50.4,0.0,0,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
53,0,3,2,0,133.0,11.0,0,4.0,0,0,4,4,0,0,1,0,0,0,1,0,0
0,0,1,2,0,65.0,0.0,0,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
26,2,5,2,0,115.0,7.0,0,4.0,0,0,4,4,0,0,0,1,0,0,1,0,0
26,2,5,2,0,121.0,7.0,0,4.0,0,0,4,4,0,0,0,1,0,0,1,0,0
26,2,5,2,0,121.0,7.0,0,4.0,0,0,4,4,0,0,0,1,0,0,1,0,0
111,0,2,2,0,52.2,13.0,0,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
111,0,2,1,0,44.1,13.0,0,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
111,0,2,2,0,58.2,13.0,0,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
5,0,3,2,0,86.0,0.0,0,3.0,0,0,4,4,0,0,1,0,1,0,0,0,0
37,0,3,1,0,35.1,4.0,0,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
84,0,4,2,0,68.0,0.0,0,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
21,0,2,1,0,4.0,0.0,0,3.0,0,0,4,4,0,0,1,0,1,0,0,0,0
12,0,2,2,0,80.0,4.0,0,3.0,0,0,4,4,0,0,1,0,1,0,0,0,0
2,0,1,2,0,80.0,4.0,0,3.0,0,0,4,5,0,0,1,0,1,0,0,0,0
5,0,1,1,0,0.0,0.0,0,3.0,0,0,4,4,0,0,1,0,1,0,0,0,0
5,0,1,2,0,0.0,0.0,0,3.0,0,0,4,4,0,0,1,0,1,0,0,0,0
24,0,1,2,1,125.0,0.0,0,6.0,0,0,4,4,0,0,1,0,1,0,0,0,0
74,0,4,2,0,73.0,13.0,0,3.0,0,0,4,4,0,0,1,0,1,0,0,0,0
44,2,5,2,0,64.5,0.0,0,3.0,0,0,4,4,0,0,1,0,1,0,0,0,0
5,0,1,2,0,85.0,18.0,0,4.0,0,0,4,4,0,0,1,0,1,0,0,0,0
2,0,4,2,0,84.5,13.0,0,3.0,0,0,4,4,0,0,1,0,1,0,0,0,0
70,1,4,2,0,88.0,7.0,0,4.0,0,0,4,4,0,0,1,0,1,0,0,0,0
39,0,3,2,0,97.0,11.0,0,4.0,0,0,4,4,0,0,1,0,1,0,0,0,0
69,0,4,2,0,39.95,4.0,0,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
1,0,3,1,0,91.0,15.0,0,4.0,0,0,4,4,0,0,1,0,1,0,0,0,0
99,2,5,2,0,79.2,4.0,0,4.0,0,0,4,4,0,0,1,0,1,0,0,0,0
101,2,5,2,0,35.63,5.0,0,0.0,0,0,4,4,0,0,1,0,0,0,1,0,0
43,0,4,2,0,78.0,0.0,0,4.0,0,0,4,4,0,0,1,0,1,0,0,0,0
64,2,4,2,2,118.0,4.0,0,6.0,0,0,4,4,0,0,1,0,1,0,0,0,0
20,0,4,2,0,97.0,0.0,0,0.0,0,0,4,4,0,0,1,0,0,0,1,0,0
100,2,5,2,0,39.4,4.0,0,0.0,0,0,4,4,1,0,0,0,1,0,0,0,0
33,1,4,1,0,37.1,15.0,0,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
6,0,1,2,0,80.0,7.0,0,3.0,0,0,4,4,0,0,1,0,1,0,0,0,0
44,0,4,3,0,55.89,4.0,0,0.0,0,0,4,5,0,0,1,0,1,0,0,0,0
14,0,3,2,0,80.0,11.0,0,3.0,0,0,4,5,0,0,1,0,1,0,0,0,0
160,0,3,2,0,85.2,13.0,0,4.0,0,0,4,5,0,0,1,0,1,0,0,0,0
